
  STNR     EAST    NORTH      LON      LAT YEAR                  RR_1
------ -------- -------- -------- -------- -------------------- -----
 40880    70721  6628898   7.3897  59.5766 1994                   9.4
 40880    70721  6628898   7.3897  59.5766 1995                  10.5
 40880    70721  6628898   7.3897  59.5766 1996                  13.4
 40880    70721  6628898   7.3897  59.5766 1997                  20.9
 40880    70721  6628898   7.3897  59.5766 1998                   9.3
 40880    70721  6628898   7.3897  59.5766 1999                   9.4
 40880    70721  6628898   7.3897  59.5766 2000                   8.7
 40880    70721  6628898   7.3897  59.5766 2001                   5.4
 40880    70721  6628898   7.3897  59.5766 2002                  12.8
 40880    70721  6628898   7.3897  59.5766 2003                  19.3

10 rows selected.

